评论ID,分词结果
146481818304,最后 的话 只是 谎言 罢了 如果 明天 将会 是 更 美好 更 美丽 的 那么 今天 与 昨天 则 是 更 悲 催 更 丑陋 的
147289727536,其实 就是 自我 催眠 因为 大多数 人 知道 自己 回不去 了 但 又 找 不到 未来 的 探索 方向 这样 的 人 注定 是 多数 的 因为 社会 的 压力 早就 剥夺 了 这 一 权利
146353308016,其实 没 啥 办法 人 总要 有 一个 认清 自己 是 个 普通人 的 过程 总 有人 说 你 不能 甘于 一辈子 就 当个 普通人 但 有时候 认真对待 自己 普通 的 生活 要 比 总 想着 不切实际 的 梦想 要 好 的 多 章鱼 哥 觉得 自己 是 个 失败者 没人爱 没人 喜欢 但 其实 海绵 宝宝 等 人 都 很 想 跟 他 做 朋友 每个 人 都 不是 孤岛 如果 你 也 觉得 自己 没人爱 没人 喜欢 也 行 也 只是 失落 郁郁 的 你 并 没有 发觉 旁人 的 好意 人类 是 个 感情 生物 容易 被 情感 所 左右 通俗 来讲 就是 容易 上头 一旦 上头 了 就 很 容易 忽视 身边 的 一切 只 看到 让 自己 变得 倒霉 和 难受 的 部分 但 其实 你 的 某些 生活 又 何尝 不是 让 别人 羡慕 的 呢 所以 打起精神 来 生活 没有 失败者 只要 认真对待 生活 的 人 总会 得到 生活 的 善待 的 我 不是 很 喜欢 把 章鱼 哥 比做 真实 如果说 章鱼 哥 平凡 而 失败 那 海绵 宝宝 又 何尝 不 平凡 呢 同样 简单 又 重复 的 工作 而且 车 还 总是 学 不好 总是 搞砸 事情 如果 按 人类 的 定义 标准 来说 海绵 宝宝 和 派 大星 比 章鱼 哥活 的 更 失败 但 他们 依旧 对 生活 抱 有 最大 的 热情
146313670624,无 知我者
146292426384,愿 一切 会 更好
146206912688,章鱼 哥 代表 成人 的 痛苦 海绵 宝宝 代表 自己 誒 小时候 的 天真
146206531536,成人 世界 的 痛苦 小孩 不 懂 当年 以为 的 戏剧 实际上 都 是 成人 的 痛苦
146024534688,确实 是 从小 我 看 海绵 宝宝 就 感觉 章鱼 哥 很 不 一样 很 突出 又 不 合群 总是 在 说 着 一些 什么 我 都 听不懂 的话 甚至 在 小时候 就 有 一种 冥冥之中 的 感觉 在 我 初中 时 我 发现自己 完全 就是 章鱼 哥 因为 我 比 同龄人 承受 的 太 多 所以 几乎 从 我 不幸 的 童年 开始 我 就 已经 开始 麻木 了 更 别提 这 所谓 的 青春 了 别人 纵使 长大 后难 起码 还有 童年 和 青春 来 治愈 一生 可 我 是 真的 一无所有
145983277424,你 累坏 了 小章鱼 明天 一定 会 更 美好
145769562672,依旧会 努力 但是 死 了 的 部分 就是 死 了 我 也 很 想 让 它 活 下来 可是 它 就是 死 了
145564499056,法老 - 明天 是 美好 的 一天
145559352752,5 万 的 粉丝 做出 了 50 万粉 的 质量
145474732032,小时候 看 海绵 宝宝 不 知道 为什么 章鱼 哥 总是 不 开心 现在 看 海绵 宝宝 不 知道 为什么 海绵 宝宝 总是 能 那么 开心
145193891744,埋葬 梦想 何尝 不是 一种 解脱 最难 的 是 想 埋葬 却 不甘 心想 抓住 却 遥不可及 在 人海中 不断 浮沉 不知 路在何方 啊 朋友 人生 如戏 苦涩 如歌
145173790960,小时候 一直 笑 章鱼 哥 以为 章鱼 哥是 个 小丑 后来 才 知道 小丑 是 自己 海绵 宝宝 代表 着 你 童年 你 的 美好 所以 海绵 宝宝 总是 对 生活 乐观 积极 章鱼 哥 代表 着 现实 现实 是 残酷 的 注定 不 被 人 理解 喜欢
145040787440,可以 听 一下 法老 的 明天 是 美好 的 一天 说 唱歌曲 词 和 这个 差不多
145058797376,别 ky 法老 的 明天 是 美好 的 一天 了 那首歌 就是 这个 二创 歌曲 并且 是 投稿 的 21 年 b 站 跨 年 歌曲 并且 歌词 也 标注 了 SPOP 来自 于 这位 up 主 没有 谁 抄袭 谁 偷 谁 的 东西
145872209872,回复 : 真相 了
144931727376,我 有 一个 梦 一个 当 艺术家 的 梦 但 那 仅仅 是 一个 梦 她 已经 死 了 -- 章鱼 哥 那里 埋葬 着 我 的 梦想 我 多么 希望 我 的 梦想 本来 是 死 的 而 不是 被 活埋 的 -- 章鱼 哥 当 圣人 不偏 不移 的 走 在 正确 的 道路 上时 何曾 想过 意外 又 何曾 想过 普通人 当 真正 出现意外 时 圣人 变成 了 乞丐 试图 劝说 普通人 回归 正轨 可 那 普通人 又 是 谁 呢 -- 章鱼 哥 如果 有 一天 我 真的 实现 了 我 的 梦想 我 永远 不会 让 我 的 双脚 站 在 这 油污 的 地板 上 -- 章鱼 哥 这 油污 的 地板 正在 杀死 我 的 灵魂 我 快要 死 了 我 找 不到 捷径 和 远路 此路不通 -- 章鱼 哥 赏点 钱 吧 女士 给 我 这个 死人 -- 章鱼 哥 我 的 歌曲 很 有 价值 但 我 早 已经 死 了 -- 章鱼 哥 梵高 一直 活着 而 我 却 永远 死 了 衣带渐宽终不悔 为 伊 消得人 憔悴 我 将 活下去 -- 章鱼 哥 我 永远 活着 ! ......
144912834448,确实 啊 ..........
144841354624,世界 把 我 改变 我 笑 逝去 不见
144613358528,永失 吾爱 举目 破败
144548985008,人 心中 的 成见 是 一座 大山 任 你 怎么 努力 都 休想 搬动 一生 中 能 改变命运 的 机会 可不 多 呀
144522346576,大大 超级 好听 可以 在 QQ 音乐 发布 歌曲
144388972608,别 ky 法老 的 明天 是 美好 的 一天 了 那首歌 就是 这个 二创 歌曲 并且 是 投稿 的 21 年 b 站 跨 年 歌曲 并且 歌词 也 标注 了 SPOP 来自 于 这位 up 主 没有 谁 抄袭 谁 偷 谁 的 东西
144303445648,这是 比基尼 的 神 啊
144282435712,背景音乐 是 什么
144708769552,flower dance
144264471824,看看 我 发现 了 什么
144268439824,来 了
144330662560,回复 : 满级 福利 好 吧
144199486624,想 知道 墓碑 是 哪 一集
144139381728,音无结 弦 之 时悦动 天使 之心 立于 浮夸 之世 奏响 天籁 之音
144106476592,再见 海绵 宝宝 再见 派大星
144097964592,海绵 宝宝 你 有 那么 多 朋友 和 快乐 派大星 你 有 一颗 容易 满足 的 脑子 蟹 老板 你 有 你 想要 的 钱 和 餐厅 以及 傻 呆呆 的 员工 痞 老板 你 有 一个 老婆 和 海之霸 可是 我 呢 我 有 什么 呢 我 人生意义 是 什么 我 的 梦想 死 于 油污 的 地板 可悲 的 收银台 坚持 吹 着 竖笛 是 我 唯一 存在 的 理由 我 不 明白人 人 都 有 生活 和 追求 但是 我 呢 命运 不会 眷顾 一个 梦想 死去 的 艺术家 没有 舞台 没有 鲜花 没有 一切 嘲笑 属于 自己 赞美 属于 别人 我 不服 我要 证明 自己 好 了 章鱼 哥 疲惫 的 大 艺术家 要 休息 了 明天 还要 上班 呢
144093446400,法老 的 明天 是 美好 的 一天
145059049808,别 ky 法老 的 明天 是 美好 的 一天 了 那首歌 就是 这个 二创 歌曲 并且 是 投稿 的 21 年 b 站 跨 年 歌曲 并且 歌词 也 标注 了 SPOP 来自 于 这位 up 主 没有 谁 抄袭 谁 偷 谁 的 东西
144087249280,法老 的 美好 的 一天
145058978000,别 ky 法老 的 明天 是 美好 的 一天 了 那首歌 就是 这个 二创 歌曲 并且 是 投稿 的 21 年 b 站 跨 年 歌曲 并且 歌词 也 标注 了 SPOP 来自 于 这位 up 主 没有 谁 抄袭 谁 偷 谁 的 东西
144052815840,当 所有人 都 像 白纸 一样 单纯 快乐 时 那个 从 现实 中 走来 的 章鱼 哥 就让 这个 世界 显得 格外 的 魔幻 现实 是 一部 荒诞 大戏 你 我 彼此 照面 又 如海渊里 的 章鱼 一般 的 盲目 张狂 孤独 怯懦
143962045920,以此 纪念章 鱼哥 配音演员 李易 老师
143955973152,这里 埋葬 章鱼 哥 的 梦想 是 第几 集
143930561296,呜呜 呜 硬币 拿走
143903160256,当 鬼畜 开始 刀人 的 时候 那 这 鬼畜 注定 成功
143890242368,越 长大 越 喜欢 章鱼 哥
143882129056,在 一个 不 真实 的 世界 中 混进 了 一个 真实 的 人 但 一群 真实 的 人 却 组成 了 这个 看似 不 真实 的 世界
143843535680,再见 过去 的 我
143821029568,海绵 宝宝 是 美好 的 理想 章鱼 哥是 残酷 的 现实派 大星 是 虚无 的 哲学 蟹 老板 是 无情 的 资本 小蜗 是 沉默 的 智者 珊迪 是 胆大 的 想象 凯伦 是 难得一见 的 爱情 痞 老板 是 永不 放弃 的 精神 珍珍 是 廉价 的 虚荣 泡 芙 阿姨 是 无穷的 渴望 虾霸 是 人人 羡慕 的 生活 泡泡 先生 是 虚假 的 人类 初看 不识 片中 理再 看 已 是 剧中人 看 啊 这 就是 生活 你 想 变成 什么样 的 人 拥有 着 怎样 的 心灵 除了 你 无人 能 去 决定 活在 当下 不如 去 闯 闯 你 的 梦想 未来 会 一直 等 着 你
143819191968,您好 我 已经 盗过 您好 多 视频 了 希望 您 能 保持 高强度 更新 不然 我 的 粉丝 一直 在 催 更 我 很 难办 啊 我 希望 你 不要 不识抬举
143780362272,现实 和 梦想 不可分割
143759741232,想破 我 防是 吧
143730977472,让 你 的 身体 停 一下 等一等 你 的 灵魂
143712949552,我 一直 都 很 喜欢 章鱼 哥
143700886128,无所谓 没 人 在乎 我 只是 一粒 灰尘
143684478032,我 小时候 觉得 只有 章鱼 哥是 正常 的 其他人 都 不 正常 你 累坏 了 小章鱼 明天 会 更好 之后 他 连 被子 都 拿不起来 累到 连 自我安慰 都 不信 了
143664763296,这次 的 音乐 再 一次 刺穿 了 我 的 灵魂 说出 了 我 的 虚伪 我 已经 无法 直视 镜子 面前 的 自己 每 一次 的 微笑 都 是 一次次 的 伪装 而 您 揭开 了 我 的 虚伪 也 让 我 对 明天 美好 感到 黑暗 虽然 我 的 一生 平平 无 奇 但是 又 有着 下次一定 会 改变 的 向往 可是 却 又 有着 对 未来 的 担忧 我 已经 手足无措 对 别人 说话 只有 虚伪 的 微笑 但是 却 不常 开口 因为 一 但 出口 就 已经 显得 苍白无力 了 别人 都 在 进步 时 我 又 在 干什么 呢 只是 在 到处 徘徊 没有勇气 向前走 了 在 别人 眼中 我 已 是 跳梁小丑 没有 灵魂 的 傻 站 着 我 在生活中 常常 迷失 自我 会 因为 看不见 前方 的 道路 磕磕绊绊 又 因为 没有勇气 不敢 再次 站 起 迷失 自我 的 时候 我 又 怎能 对 未来 有着 向往 呢 只是 凭空想象 罢了
143664569088,有时 觉得 章鱼 哥才 应该 是 主角
143626074048,章 魚哥 他 有 成为 艺术家 的 所有 条件 一个 悲惨 的 身世 一个 悲惨 的 人生 他 真是 个 笑话 吗
143618101328,十个 人有 九个 人 在 笑 最后 一个 在 狂笑
143575472496,我 记得 法老 有个 rap 也 是 写 章鱼 哥 好像 叫 明天 一定 是 美好 的 一天
143578019264,就是 这首 词 都 一摸 一样
144080254128,法老 那个 属于 这个 视频 的 二创 吧
144389140736,那首歌 是 21 年 b 站 春晚 并且 歌曲 标明 了 SPOP 是 up 主 算是 他们 共同 制作 的 歌曲
143571018720,以前 觉得 章鱼 哥 怎么 这么 闷闷不乐 现在 才 发现 他 比 我 还 生活 丰富
143562586096,这个 视频 我 很 早就 刷 到 过 了 但是 直到现在 我 才 有些 看 懂 了 直到现在 我 感觉 还是 有点 恍惚 以前 我 都 不 知道 短短 只是 一年 的 时间 就 可以 改变 那么 多 东西 如果 可以 的话 我 也好 想像 以前 那样 当个 傻 呆呆 的 二货像 以前 那样 不 需要 接触 太多 的 经历 就 只是 和 以前 那样 单纯 的 和 几个 朋友 在 学校 混日子 然后 等到 周末 出来 之后 一起 出钱 AA 去 吃 顿 烧烤 喝点 小 啤酒 聊聊 动漫 聊聊 别的 东西 晚上 回 学校 跟 舍友 熬夜 讲 鬼故事 听 着 教官 踹 门 的 声音 然后 赶紧 装睡 然而 这 一切 在 初中 毕业 之后 都 已经 完全 消失 了 毕业 后 宿舍 八个 人有 三个 考上 了 本地 的 高中 有 三个 去 了 外地 的 私立高中 还有 包括 我 在内 的 另 一个 人 我俩 一个 去 了 本地 技校 一个 去 了 外地 技校 后来 毕业 不久 后 吃 了 顿 烧烤 之后 谁 也 没 在 群里 发过 消息 没有 人 知道 曾经 的 舍友 现在 都 过 得 怎么样 不同 的 经历 终究 让 我们 分道扬镳 而 去 了 外地 技校 的 我 活成 了 自己 曾经 最 不想 成为 的 那种 人 十六七岁 的 年纪 进 过 电子厂 学校 让 我们 去 实习 才 进去 几天 就 被 开除 了 只能 自己 一个 人 灰溜溜 的 跑 回老家 混 了 好几个 月 想起 自己 刚 进去 技校 那会 我 还 在 某个 老师 的 课堂 上 说 自己 未来 准备 创业 可是 到 现在 原本 决定 一起 创业 的 人马 也 基本 都 散 了 现在 想来 命运 还 真是 可笑 呢 他 总是 会 莫名其妙 的 毁掉 一个 人 的 日常 然后 让 那个 人有 新 的 动力 最后 在 莫名其妙 的 毁掉 它 挺 得 过去 的 人 能 站 在 最后 的 位置 挺 不 过去 的 人 只会 经历 无数 坎坷 好久 都 没 说 那么 多话 了 不过 现在 的 我 倒 是 想开 了 一些 不过 归根结底 只能 说 走 一步 看 一步 吧
143547080000,这里 头 的 词 和 法老 的 RAP 好像
144389150080,那首歌 是 21 年 b 站 春晚 并且 歌曲 标明 了 SPOP 是 up 主 算是 他们 共同 制作 的 歌曲
143525850832,少时 不 识 愁滋味 再 看 已经 章鱼 哥
143493210640,这 不 法老 唱 的 明天 是 美好 的 一天 吗 大部分
143545410928,明天 是 美好 的 一天 时 21 年 跨 年 的 哦
143493096560,这 不 法老 唱 的 明天 是 美好 的 一天 吗
144389157888,那首歌 是 21 年 b 站 春晚 并且 歌曲 标明 了 SPOP 是 up 主 算是 他们 共同 制作 的 歌曲
143478424896,人人 都 说 章鱼 哥 却 人人 都 活成 了 章鱼 哥
143395749200,哦 他 死 了 是 吗 我 昨天 还 看到 他 在 工作 确实 他 本来 已经 死 了 但是 有人 替代 他 死去 了 谁 会 愿意 为了 那样 的 家伙 去 死 呢 哦 他 的 梦想 油污 的 地板 才 是 现实 站 在 舞台 的 梦想 遥不可及 哪怕 他 仍然 吹 着 竖笛 但 不过 是 他 的 不 甘心 可是 现实 就是 那样 你 越是 不 甘心 现实 就 越 让 你 绝望 每个 人 都 是 章鱼 哥 但是 每个 人 都 渴望 自己 是 海绵 宝宝 因为 不 甘心
143378414352,小时候 不 喜欢 章鱼 哥 长大 后 人人 都 是 章鱼 哥
143368359936,请问 结尾 部分 的 BGM 是 什么 呀
143340930096,哦 他 死 了 是 吗 我 昨天 还 看到 他 在 工做 确实 他 本来 已经 死 了 但是 有人 替代 他 死去 了 谁 会 愿意 为了 那样 的 家伙 去 死 呢 哦 他 的 梦想 油污 的 地板 才 是 现实 站 在 舞台 的 梦想 遥不可及 哪怕 他 仍然 吹 着 竖笛 但 不过 是 他 的 不 甘心 可是 现实 就是 那样 你 越是 不 甘心 现实 就 越 让 你 绝望 每个 人 都 是 章鱼 哥 但是 每个 人 都 渴望 自己 是 海绵 宝宝 因为 不 甘心
143307494240,致敬 派大星 的 独白
143187055696,海绵 宝宝 是 个 孩子 而 章鱼 哥是 个 大人
143054961760,支持 支持
143018983248,含着 一脸 的 泪 再 去 把 海绵 宝宝 看一遍
142919996000,明天 又 是 美好 的 一天
142840354320,我床 下 有 个 柜子 柜子 里面 有 一具 尸体 我 不敢 面对 他 我 不敢 去 打开 这个 柜子 柜子 里 的 人 跟 我 很 像 他 就是 我 我 也 是 他 只不过 我 不是 我 他 也 不是 我
142805089952,只有 我 在 原地 演 一出 小丑 戏 戏中 是 我 自己 是 脆弱 的 坚定 面对 他人 质疑 开始 否定 自己 四周 大雾 渐起 我 看不清 自己 拙劣 不堪 的 演技 妄想 欺骗 自己 站 在 镜子 之前 的 我 笑容 显得 很 无力 世界 没 奇迹 明天 无法 触及 荧幕 上放 的 电影 写 着 未完待续 我 的 未来 在 哪里 给 自己 的 话语 显得 苍白无力 只有 我 在 原地 失去 灵魂 迷失 自己 我 是 谁 在 哪里 四周 大雾 渐起 看不清 我 自己 噢 我 的 未来 在 哪里 我 看不见 听不见 今天 重复 着 昨天 时间 像 一缕 烟 是否 存在 的 明天 一个 人 的 表演 梦想 化为 了 碎片 闭上眼 看不见 戴上 虚伪 的 假面 脑海 里 的 画面 一幕幕 的 浮现 曾 许下 的 心愿 在 沙滩 上 搁浅 海底 下 的 藤蔓 刺穿 我 的 脊梁 没 灵魂 的 躯壳 又值 多少 斤两 佯装 镇定 的 脸庞 眼神 写满 慌张 站 在 镜子 之前 的 我 没 了 当初 的 模样 一个 人 表演 独自一人 消遣 今天 重复 着 昨天 时间 像 一缕 烟 是否 存在 的 明天 我 看不见 听不见 今天 重复 着 昨天 时间 像 一缕 烟 是否 存在 的 明天 一个 人 的 表演 梦想 化为 了 碎片 闭上眼 看不见 戴上 虚伪 的 假面
142781026112,地球 上 就 人类 的 一辈子 是 最 没意思 的
